name,has_test,response_letter_required,salary_from,salary_to,salary_currency,salary_gross,employer_name,description,area_name
Аналитик 1С,False,False,,,,,СИАМ консалтинг,"<p><strong>Обязанности:</strong></p> <p>- Консультирование пользователей (работа с одним заказчиком) по работе с программами &quot;1С:Бухгалтерия&quot; 3.0., 1С: ЗУП;</p> <p>- Оказание помощи пользователям, устранение ошибок, консультирование, составление технических заданий;</p> <p>- Описание текущих процессов работы в 1С;</p> <p>- Написание инструкций.</p> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Продвинутый пользователь ПК;</li> <li>Высшее или неоконченное высшее образование;</li> <li>Наличие опыта работы со стандартными конфигурациями 1С;</li> <li>Знание бухгалтерского и налогового учета;</li> <li>Опыт работы в бухгалтерии приветствуется;</li> <li>Опыт работы в 1С ЗУП приветствуется;</li> <li>Умение общаться с клиентами;</li> <li>Желание повышать профессиональный уровень;</li> <li>Стрессоустойчивость, ответственность, нацеленность на результат, аналитическое мышление.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Оформление строго в соответствии с ТК РФ (отпуск, больничный) ;</li> <li>Удобный график: пн.-пт. с 8 до 17.00/ с 9.00 до 18.00/с 10.00 - по 19.00 (обсуждается индивидуально);</li> <li>Заработная плата обсуждается с успешным кандидатом (стабильный оклад + премии по результатам работы);</li> <li>Программа ДМС включает стоматологию (после прохождения испытательного срока);</li> <li>Внешнее корпоративное обучение;</li> <li>Комната отдыха, корпоративные активности;</li> <li>Ароматный свежемолотый кофе и чай;</li> <li>Отличный дружный коллектив;</li> <li>Комфортный офис в центре Москвы (м. Бауманская/Красносельская, 5-7 мин. пешком, БЦ «НОВЬ»).</li> </ul> <p><strong>Обязательным требованием является базовое знание БУ и НУ, опыт работы в 1С:БУ 3.0.</strong></p>",Москва
Аналитик 1С,False,False,100000,130000,RUR,False,"Assino, Группа компаний","<p>Добрый день!</p> <p>Сегодня, когда мир учится жить с беспрецедентной опасностью для здоровья, вызванной COVID-19 (коронавирусом), безопасность наших сотрудников приобретает для нас еще более важное значение.</p> <p>Все наши сотрудники переведены на формат удаленной работы, тщательно проинструктированы по профилактике возможности заражения, настроен удаленный доступ по безопасным каналам связи, выстроен эффективный алгоритм взаимодействия с коллегами и руководством.</p> <p><strong>Мы предлагаем 100% удаленную работу и 100% удаленное взаимодействие с соискателями на всех этапах отбора.</strong></p> <p><strong>Немного о нас:</strong></p> <p>Assino – международная группа компаний с головным офисом в Германии, с развитой сетью офисов по России и СНГ.</p> <p>Мы современная IT – компания с современной ИТ- инфраструктурой, что позволяет нам осуществлять полный цикл внедрения крупных проектов на ERP находясь в разных точках мира.</p> <p>Команда Assino – это команда профессионалов, готовых делиться знаниями, опытом. Мы ценим в наших сотрудниках стремление к развитию и готовы им всячески в этом помогать.</p> <p>Мы лидеры в автоматизации европейских компаний используя в том числе семейство продуктов 1С. За 20 лет в разное время нашими клиентами были такие европейские как Siemens, Itella, Roche, Mary Kay, Havi, GlaxoSmithKline и многие другие.</p> <p><strong>Мы открываем новую вакансию и приглашаем в штат Консультанта-аналитика 1С.</strong></p> <p><strong><em>Работая у нас, сотрудники получают возможность развиваться в месте с компанией, принимая участие в масштабных международных проектах на платформе 1С.</em></strong></p> <p>Чем Вы будете заниматься?</p> <p><em><strong>Участвовать в пред проектных работах:</strong></em></p> <ul> <li>Проведение анализа бизнес-процессов и особенностей учета Клиента, совместно с ведущим консультантом;</li> <li>Согласование требований по процессам Клиента в рамках проекта.</li> <li>Помощь Финансовому департаменту в вопросах ведения внутреннего бухгалтерского учета.</li> </ul> <p><em><strong>Участвовать в процессе автоматизации учета:</strong></em></p> <ul> <li>Помощь в разработке концепции внедрения;</li> <li>Подготовка и ведение документации согласно проектной технологии Компании;</li> <li>Составление технического задания разработчикам;</li> <li>Финальное тестирование доработок;</li> <li>Обучение пользователей;</li> <li>Участие в сдаче финального продукта Клиенту.</li> </ul> <p><em><strong>Постоянно повышать свой профессиональный уровень.</strong></em></p> <p> </p> <p><strong>Мы ждём от Вас:</strong></p> <ul> <li>Высшее экономическое или техническое образование;</li> <li>Целеустремленность, нацеленность на результат, способность к самообучению.</li> <li>Способность к быстрой адаптации и обучению;</li> <li>Умение верно расставлять приоритеты при выполнении задач.</li> </ul> <p><strong>Дополнительными плюсами будут:</strong></p> <ul> <li>Наличие сертификатов фирмы 1С;</li> <li>Знание английского/немецкого языка.</li> </ul> <p><strong>Что мы предлагаем нашему сотруднику:</strong></p> <ul> <li>Участие в сложных международных проектах;</li> <li>Профессиональное развитие, возможность карьерного роста до Руководителя группы консультантов/Руководителя проектов;</li> <li>Высокий уровень заработной платы (Высокий оклад + ежемесячные премии);</li> <li>Обучение за счет компании, как внутренние, так и внешнее. Сертификация по линии 1С;</li> <li>Дружный коллектив профессионалов высокого уровня;</li> <li>Индивидуальный подход к возможностям и потребностям каждого сотрудника;</li> <li>Корпоративная связь и ноутбук;</li> <li>Возможность зарубежных командировок;</li> <li>График работы: понедельник - пятница с 9 до 18 или 10 до 19, плавающий перерыв на обед.</li> </ul>",Санкт-Петербург
Аналитик 1С,False,False,80000,120000,RUR,False,"Assino, Группа компаний","<p>Добрый день!</p> <p>Сегодня, когда мир учится жить с беспрецедентной опасностью для здоровья, вызванной COVID-19 (коронавирусом), безопасность наших сотрудников приобретает для нас еще более важное значение.</p> <p>Все наши сотрудники переведены на формат удаленной работы, тщательно проинструктированы по профилактике возможности заражения, настроен удаленный доступ по безопасным каналам связи, выстроен эффективный алгоритм взаимодействия с коллегами и руководством.</p> <p><strong>Мы предлагаем 100% удаленную работу и 100% удаленное взаимодействие с соискателями на всех этапах отбора.</strong></p> <p><strong>Немного о нас:</strong></p> <p>Assino – международная группа компаний с головным офисом в Германии, с развитой сетью офисов по России и СНГ.</p> <p>Мы современная IT – компания с современной ИТ- инфраструктурой, что позволяет нам осуществлять полный цикл внедрения крупных проектов на ERP находясь в разных точках мира.</p> <p>Команда Assino – это команда профессионалов, готовых делиться знаниями, опытом. Мы ценим в наших сотрудниках стремление к развитию и готовы им всячески в этом помогать.</p> <p>Мы лидеры в автоматизации европейских компаний используя в том числе семейство продуктов 1С. За 20 лет в разное время нашими клиентами были такие европейские как Siemens, Itella, Roche, Mary Kay, Havi, GlaxoSmithKline и многие другие.</p> <p><strong>Мы открываем новую вакансию и приглашаем в штат Консультанта-аналитика 1С.</strong></p> <p><strong><em>Работая у нас, сотрудники получают возможность развиваться в месте с компанией, принимая участие в масштабных международных проектах на платформе 1С.</em></strong></p> <p>Чем Вы будете заниматься?</p> <p><em><strong>Участвовать в пред проектных работах:</strong></em></p> <ul> <li>Проведение анализа бизнес-процессов и особенностей учета Клиента, совместно с ведущим консультантом;</li> <li>Согласование требований по процессам Клиента в рамках проекта.</li> <li>Помощь Финансовому департаменту в вопросах ведения внутреннего бухгалтерского учета.</li> </ul> <p><em><strong>Участвовать в процессе автоматизации учета:</strong></em></p> <ul> <li>Помощь в разработке концепции внедрения;</li> <li>Подготовка и ведение документации согласно проектной технологии Компании;</li> <li>Составление технического задания разработчикам;</li> <li>Финальное тестирование доработок;</li> <li>Обучение пользователей;</li> <li>Участие в сдаче финального продукта Клиенту.</li> </ul> <p><em><strong>Постоянно повышать свой профессиональный уровень.</strong></em></p> <p> </p> <p><strong>Мы ждём от Вас:</strong></p> <ul> <li>Высшее экономическое или техническое образование;</li> <li>Знание основ бухгалтерского и налогового учета;</li> <li>Опыт работы бухгалтером или консультантом 1С от 1 года; (Опыт работы в сфере бухгалтерского аутсорсинга или внедрения 1С является существенным плюсом)</li> <li>Целеустремленность, нацеленность на результат, способность к самообучению.</li> <li>Способность к быстрой адаптации и обучению;</li> <li>Умение верно расставлять приоритеты при выполнении задач.</li> </ul> <p><strong>Дополнительными плюсами будут:</strong></p> <ul> <li>Наличие сертификатов фирмы 1С;</li> <li>Знание английского/немецкого языка.</li> </ul> <p><strong>Что мы предлагаем нашему сотруднику:</strong></p> <ul> <li>Участие в сложных международных проектах;</li> <li>Профессиональное развитие, возможность карьерного роста до Руководителя группы консультантов/Руководителя проектов;</li> <li>Высокий уровень заработной платы (Высокий оклад + ежемесячные премии);</li> <li>Обучение за счет компании, как внутренние, так и внешнее. Сертификация по линии 1С;</li> <li>Дружный коллектив профессионалов высокого уровня;</li> <li>Индивидуальный подход к возможностям и потребностям каждого сотрудника;</li> <li>Корпоративная связь и ноутбук;</li> <li>Возможность зарубежных командировок;</li> <li>Программа помощи при переезде иногородним сотрудникам;</li> <li>График работы: понедельник - пятница с 9 до 18 или 10 до 19, плавающий перерыв на обед.</li> </ul>",Санкт-Петербург
Аналитик 1С,False,False,,100000,RUR,True,Первый Бит,"<p>В центральный офис проектного департамента требуется аналитик 1С для выполнения проектов по автоматизации предприятий на базе 1C ERP 2/ Комплексная автоматизация 2 по контуру производственного учета и планирования производства.</p> <p><strong>ОБЯЗАННОСТИ:</strong></p> <ul> <li>Интервьюирование пользователей Заказчика.</li> <li>Подготовка и составление протоколов, отчетов по блокам.</li> <li>Обследование процессов Заказчика.</li> <li>Написание технического задания, инструкций пользователям, сценариев тестирования.</li> <li>Постановка задач программистам.</li> <li>Сдача результатов работ заказчику.</li> <li>Обучение и консультирование пользователей.</li> </ul> <p><strong>ТРЕБОВАНИЯ:</strong></p> <ul> <li>Обязателен опыт работы в качестве аналитика или консультанта на проектах по внедрению программных продуктов 1С;</li> <li>Знание типовых решений 1С в области автоматизации учета;</li> <li>Владение методологией моделирования бизнес-процессов современной компании, составления технических заданий;</li> <li>Умение вести переговоры с клиентами, аргументировать свою точку зрения.</li> </ul> <p><strong>УСЛОВИЯ:</strong></p> <p>• Официальное оформление в соответствии с ТК РФ.<br />• Заработная плата обговаривается на собеседовании с успешным кандидатом.<br />• Хорошие возможности для профессионального и карьерного роста.<br />• Работа в молодой и дружной команде профессионалов.<br />• Соцпакет: льготный ДМС, корпоративный спорт (футбол, волейбол, баскетбол, настольный теннис), мероприятия для детей сотрудников.<br />• Офис находится в 5 минутах пешком от станции метро Пролетарская/Крестьянская застава. На время режима самоизоляции - удаленная работа.<br />• График работы: понедельник-пятница с 09:30 до 18:30, вых. - сб, вс.</p>",Москва
Аналитик 1С,False,False,130000,,RUR,False,«Аксиома-Софт»,"<strong>Обязанности:</strong> <ul> <li>Автоматизации «с нуля» крупных корпоративных заказчиков (1С: Управление Холдингом; 1С:ERP 2);</li> <li>Участие в переговорах;</li> <li>Анализ требований бизнес - пользователей;</li> <li>Проектирование архитектуры системы;</li> <li>Подготовка технических заданий, технических проектов, инструкций, регламентов;</li> <li>Консультирование пользователей;</li> <li>Постановка задач программистам и сдача работ Заказчику.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт внедрения 1С: Управление Холдингом/ERP от 2-х лет;</li> <li>Опыт автоматизации управленческого учета на базе 1С от 2-х лет;</li> <li>Опыт автоматизации бизнес-процессов управления финансовыми инструментами корпорации;</li> <li>Экспертиза в сферах: управленческого и бухгалтерского учета;</li> <li>Опыт разработки проектной документации (концепция автоматизации, ТЗ и т.д.).</li> <li>Высокий профессионализм, ответственность, нацеленность на результат, высокий уровень навыков делового общения, умение работать с ЛПР у сложных корпоративных Заказчиков;</li> <li>Экономическое образование.</li> <li><strong>Преимущество:</strong></li> <li>Наличие профессиональных сертификатов по типовым решениям 1С;</li> <li>Умение составлять блок-схемы в ARIS, MS Visio;</li> </ul> <strong>Условия:</strong> <ul> <li>Офис компании - м. Алексеевская (5 минут пешком);</li> <li>Стабильность: работа в IT-компании;</li> <li>Работа с качественным и востребованным продуктом;</li> <li>Забота о вашем здоровье: надежная программа ДМС;</li> <li>Работа в офисе с Пн по Пт по удобному графику -10:00-19:00 (возможно скорректировать);</li> <li>Уверенность в завтрашнем дне: официальное оформление с первого рабочего дня, конкурентную и полностью «белую» заработную плату;</li> <li>Атмосфера: кофе, чай, молодой и позитивный коллектив.</li> </ul>",Москва
Аналитик 1С,False,False,80000,110000,RUR,False,РАСОБИ,"<p><strong>Обязанности</strong>:<br />Участие во внедрении новой системы – 70%<br />• Участие в проектах по внедрению продуктов 1С:Комплексная автоматизация 2.4 и 1С:CRM 3.0 в роли консультанта/аналитика;<br />• Сбор и анализ требований к системе;<br />• Настройка типового функционала конфигурации;<br />• Постановка задач разработчикам 1С;<br />• Функциональное тестирование описанных требований;</p> <p>Сопровождение текущей конфигурации – 30%<br />• Классификация и оценка запросов пользователей по работе в 1С:Управление торговлей 11 и 1С:СRM 2.0<br />• Консультирование клиентов по техническим аспектам работы в конфигурации.</p> <p><strong>Требования:</strong><br />• Знание одной или нескольких функциональных областей: бухгалтерский и налоговый учет, зарплатный и кадровый учет, управленческий учет;<br />• Хорошее знание одного или нескольких программных продуктов из линейки УТ, КА CRM, подтвержденное опытом и/или сертификатами;<br />• Опыт описания требований к системе;<br />• Желателен опыт работы на проекте по переходу из одной учетной системы в другую;<br />• Опыт работы на первой и второй линиях поддержки как преимущество;<br />• Аналитическое мышление, нацеленность на результат, умение работать в команде.</p> <p><strong>Условия:</strong><br />• Интересный проект, который будет большим плюсом в личном резюме;<br />• Заработная плата от 80 000 до 110 000 рублей, определяется по результатам собеседования;<br />• Сертификация за счёт компании;<br />• Гибкий график работы;<br />• Офис в шаговой доступности от метро (9 минут).</p>",Москва
Аналитик 1С,False,False,80000,120000,RUR,False,WiseAdvice,"<p>Хотите прокачаться в области построения автоматизированных систем? Хотите повышать свою ценность на 20-30% в год? Жаждете заниматься крупными и сложными проектами, выполняя одну из ведущих ролей в составе команд численностью до 30 человек?</p> <p>У нас это возможно!</p> <ul> <li>На рынке с 2003 года, входим в число лидеров партнерской сети 1С.</li> <li>Более 600 выполненных проектов, некоторые из которых – победители премии «1С: Проект года!».</li> <li>Наши статусы: 1С: Центр ERP, Центр компетенции 1С: КОРП, 1С: Консалтинг, 1С: Центр компетенции по документообороту, 1С: Центр компетенции по управлению персоналом, 1С: Центр сетевой компетенции, 1С: Центр реальной автоматизации, ISO 9001:2015 и т.д..</li> <li>Штат проектного отдела 1С – более 150 специалистов.</li> <li>Использование единой методологии и практик проектного управления.</li> <li>Использование в работе JIRA, Confluence, а также Bitbucket и GIT, Oscript, Teamsity, Zabbix и др.</li> <li>Собственный Центр разработки, обеспечивающий на системной основе:</li> </ul> <ol> <li>непрерывное повышение квалификации программистов (тренинги, семинары, вебинары, литература, внешние курсы и пр.);</li> <li>обучение новым возможностям платформы 1С и около/платформенных инструментов, которые целесообразно применять в процессе разработки;</li> <li>поддержку и развитие методологии и стандартов разработки.</li> </ol> <p><strong>Главная цель работы</strong>: работа на проектах по автоматизации финансового и управленческого учетов, бюджетирования и казначейства</p> <ul> </ul> <p><strong>Предстоящие задачи и распределение рабочего времени в процентах:</strong></p> <ul> <li> <p>Интервьюирование ключевых пользователей с целью уточнения требований к АС - 15%;</p> </li> <li> <p>Анализ исторических и смежных систем - 15%;</p> </li> <li> <p>Формирование проектной документации - 25%;</p> </li> <li> <p>Постановка задач разработчикам и приемка результатов работ от разработчиков - 20%;</p> </li> <li>Взаимодействие с проектной командой - 10%;</li> <li> <p>Презентация систем финансового учета заказчикам - 15%.</p> </li> </ul> <p><strong>Требования к кандидату:</strong></p> <ul> <li>Опыт работы аналитиком 1С от 3-х лет;</li> <li>Опыт постановки задач для программистов;</li> <li>Опыт создания проектной документации;</li> <li>Знание прикладных решений 1С: ERP или УХ в части подсистем бюджетирования, казначейства и управленческого учета;</li> <li>Знание основ финансового менеджмента.</li> </ul> <p><strong>Так же рассмотрим финансистов без опыта внедрения информационных систем, желающих развиваться в автоматизации бизнеса при помощи программного продукта 1С.</strong></p> <p><strong>Будет преимуществом:</strong></p> <ul> <li>Знание одной из предметных областей: финансовая отчетность, оперативный учет, МСФО;</li> <li>Опыт работы в компании-франчайзи 1С и наличие сертификатов 1С;</li> <li>Понимание различных моделей оценки деятельности компании (например Dupon, EVA)</li> <li>Знание коэффициентов финансового анализа и умение разрабатывать наборы коэффициентов для конкретных процессов/задач.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <p>Стабильный гарантированный доход: высокий оклад + проектные премии.</p> <p>Преимущества:</p> <ul> <li>Нет зависимостей выплат з/п от подписания клиентами актов, или поступления оплат.</li> <li>Оплачиваемый отпуск (4 недели в году) и больничные.</li> <li>Практика выдачи внеплановых авансов по запросу сотрудника.</li> <li>Переработки – большая редкость, но, если возникают – то, исключительно при наличии согласия сотрудника, оплачиваются дополнительно.</li> </ul> <p>А также:</p> <ul> <li>Возможность согласования гибкого графика и режима работы, включая работу в удаленном формате (когда это возможно).</li> <li>Никакой «армейской дисциплины» (все профессионалы и работают на достижение запланированного результата).</li> <li>Управление компетенциями и навыками организовано так, что Ваша ценность растет каждый день.</li> <li>Отличная атмосфера в коллективе, основанная на взаимовыручке и дружественных отношениях среди коллег.</li> <li>Ситуация с заказами более, чем прогнозируема: мы уже обеспечены проектами до конца 2020 года.</li> <li>Реальная возможность карьерного роста на позицию Технического руководителя проектов, а в перспективе – на руководителя одной из практик.</li> <li>Наиболее жадных до знаний и амбициозных специалистов мы регулярно отправляем на различные профессиональные мероприятия (в основном это несколько видов конференций 1С + конференция «Инфостарт»).</li> <li>Наши специалисты пишут экспертные статьи на профессиональные темы (авторство закрепляется), которые в дальнейшем читают тысячи и тысячи людей.</li> </ul>",Москва
Аналитик 1С,False,False,,,,,Зетта Страхование,"<p><strong>«Зетта Страхование» (</strong><strong>ранее СК &quot;Цюрих&quot;</strong><strong>)</strong> – федеральная страховая компания, которая уже 25 лет успешно работает на российском рынке. Опираясь на приобретенный международный опыт, мы предлагаем клиентам высокое качество сервиса и страховые продукты по справедливой цене.</p> <p>У компании высокий рейтинг финансовой надежности ruA+ по версии Рейтингового агентства RAEX (&quot;Эксперт РА&quot;).</p> <p>Нас ценят за высокий сервис, работу без проволочек и гарантированное выполнение своих обещаний. Именно поэтому мы уже много лет №1 в народных рейтингах (banki, ASN и ряда других).</p> <p><strong>Задачи:</strong></p> <ul> <li>Анализ запросов сотрудников на доработки конфигураций 1С ЗУП, 1С:Страховая компания (На базе 1С Бухгалтерия 8),1С Управление денежными средствами,1С Итилиум.</li> <li>Консультационное и программное сопровождение конфигураций 1С - типовых и нетиповых.</li> <li>Консультации пользователей и специалистов 2 линии поддержки по сложным вопросам.</li> <li>Ведение базы знаний по решению инцидентов</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Оконченное высшее образование: техническое или экономическое.</li> <li>Знание типовых конфигураций 1С ЗУП 8, 1С:Страховая компания (На базе 1С Бухгалтерия 8),.</li> <li>Знание основ расчета заработной платы и бухгалтерского учета.</li> <li>Опыт написания технических заданий</li> <li>Опыт работы в сфере финансов приветствуется</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Современный офис в шаговой доступности от м. Преображенская площадь.</li> <li>Официально трудоустройство по ТК РФ</li> <li>Социальные гарантии: ДМС, страхование выезжающих за рубеж; оплачиваемые больничные и отпуск.</li> <li>Достойная белая заработная плата.</li> <li>График работы: пн.-чт. 9:00 - 18:00, пт. 9:00 - 16:45.</li> </ul>",Москва
Аналитик 1С,False,False,,,,,Снежная Королева,"<p><strong>Обязанности:</strong></p> <ul> <li>Сбор, анализ, формализация требований, составление ТЗ для внедрения/доработки Систем на платформе 1С.</li> <li>Участие во внутренних и внешних проектных встреч, коммуникации с исполнителями (внешними и внутренними).</li> <li>Тестирование и приемка разработанной функциональности.</li> <li>Обучение пользователей.</li> <li>Организация поддержки и развития Систем на платформе 1С.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы аналитиком или программистом 1С от 3х лет желательно в крупной розничной сети.</li> <li>Знание предметных областей в деятельности розничной компании;</li> <li>Опыт описания бизнес-процессов.</li> <li>Опыт формирования функциональных требований, технических заданий с детальной технической проработкой (до модели потоков данных/сущностей БД).</li> <li>Опыт работы в составе проектных групп, участия в успешно законченных внедрениях систем в качестве аналитика и/или функционального архитектора.</li> <li>Опыт постановки, приемки результатов разработки, непосредственного участия в тестировании разработанного функционала.</li> <li>Понимание объектной модели 1С.</li> <li>Умение читать код 1С желательно.</li> <li>Умение писать запросы в конструкторе запросов 1С.</li> <li>Знания SQL, 1С УТ11, Розница, НСИ, WMS желательно.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Комфортный офис в 5-ти минутах от метро Кутузовская.</li> <li>Оформление по ТК РФ.</li> <li>График работы: 5/2 (с 9.00 до 18.00, в пятницу до 17:00 или с 10.00 до 19.00 в пятницу до 18:00).</li> <li>Официальная заработная плата.</li> <li>Корпоративный тариф на кредитование, страхование.</li> <li>Корпоративные скидки от 30% до 50% на продукцию компании.</li> <li>Компенсация ДМС в зависимости от стажа.</li> <li>Корпоративные спортивные тренировки (бег, йога, растяжка, волейбол).</li> <li>Корпоративные скидки на изучение иностранных языков.</li> <li>Профессиональный рост и развитие.</li> <li>Активное обучение (семинары, тренинги).</li> </ul>",Москва
Аналитик 1С,True,False,,,,,SCHNEIDER GROUP,"<p>В немецкую консалтинговую компанию в отдел сопровождения ищем консультанта-анатилика 1С</p> <p><strong>Обязанности:</strong></p> <ul> <li>Сбор и анализ требований заказчика</li> <li>Разработка / написание технических заданий</li> <li>Постановка задач программистам, тестирование</li> <li>Написание инструкций, проведение тренингов по работе с нетиповыми блоками в 1С.</li> <li>Консультирование пользователей по вопросам ведения учета и работы в доработанных (не типовых) системах 1С</li> </ul> <strong>Требования:</strong> <ul> <li>Знание конфигураций 1С<br />Предприятие - на уровне хорошего пользователя<br />БП КОРП, ЗУП КОРП, КА 2.4, УТ 11, ERP</li> <li>Приветствуется наличие сертификатов по 1С (Профессионал, специалист, эксперт, консультант)</li> <li>Опыт написания ТЗ, инструкций, подготовки презентаций для обучения пользователей</li> <li>Хорошие коммуникативные навыки, ответственность и оперативность в работе (многозадачность), внимательность, инициативность, стрессоустойчивость</li> <li>Английский - как плюс</li> </ul> <strong>Условия:</strong> <ul> <li>Офис в 5 мин. пешком от ст. м. Полянка</li> <li>Возможность профессионального и карьерного роста</li> <li>График работы: Пн-Пт, гибкое время начала рабочего дня (с 8:00 до 10:00)</li> <li>100% белая заработная плата, трудоустройство по ТК РФ</li> <li>ДМС</li> <li>Использование в работе иностранного языка, корпоративные курсы иностранных языков</li> <li>Скидка на обеды в офисном кафе</li> <li>Корпоративное обучение</li> </ul>",Москва
Аналитик 1С,False,False,,,,,ZOLLA,"<p><strong>Компания Zolla</strong> – крупная федеральная<strong> </strong>сеть магазинов мужской и женской одежды<strong> </strong>ищет себе в команду <strong>Аналитика 1С.</strong></p> <p><strong>ЗАДАЧИ, КОТОРЫЕ ПРЕДСТОИТ РЕШАТЬ</strong><strong>:</strong></p> <ul> <li>Сопровождение бухгалтерского, расчетного и кадрового контура компании;</li> <li>Участие в проектах перевода БП 2.0 на 3.0 и ЗУП 2.5 на 3.1;</li> <li>Консультация сотрудников финансового департамента по вопросам ведения учета, и способом отражения операций в базах 1с;</li> <li>Консультации по расчету заработной платы и способам ее расчета в 1с ЗУП;</li> <li>Постановка разработчикам задач на доработку.</li> </ul> <p><strong>НАШИ ОЖИДАНИЯ:</strong></p> <p>Обязательно:</p> <ul> <li>Отличные знания предметной области бухгалтерского и кадрового учета;</li> <li>Практический опыт с БП 2.0, 3.0 ЗУП 2.5 и 3.1;</li> <li>Практический опыт взаимодействия с отделом разработки 1С – постановка задач, согласование концепций разработки, приемка результатов (функционально);</li> <li>Уверенный опыт работы с приложениями Microsoft Office.</li> </ul> <p>Желательно:</p> <ul> <li>Наличие сертификатов «1С:Специалист-консультант»;</li> <li>Опыт работы с БИТ.Финанс;</li> <li>Опыт работы с казначейством.</li> </ul> <p><strong>МЫ ПРЕДЛАГАЕМ:</strong></p> <ul> <li>Работу в комфортабельном и уютном офисе в БЦ Кунцево Плаза в 5 минутах пешком от м. Молодежная;</li> <li>График работы 5/2;</li> <li>Оформление в соответствии с ТК РФ, официальную заработную плату (выплата 2 раза в месяц), оплачиваемый больничный лист, оплачиваемый отпуск 28 календарных дней;</li> <li>ДМС включая стоматологию (условия в зависимости от стажа работы);</li> <li>Дисконтную карту на продукцию компании, участие в распродажах в офисе;</li> <li>Корпоративные скидки на фитнес;</li> <li>Реальные перспективы профессионального и карьерного роста;</li> <li>А еще уютные лаундж-зоны, технологичные переговорные, просторные кухни и вкусный капучино.</li> </ul>",Москва
